ENSG	name	logFC	P.Value
ENSG00000100813	ACIN1	-5.81e-02	9.72e-02
ENSG00000113845	TIMMDC1	-1.24e-01	9.73e-02
ENSG00000275004	ZNF280B	 2.44e-01	9.73e-02
ENSG00000083290	ULK2	 1.15e-01	9.74e-02
ENSG00000126391	FRMD8	 1.21e-01	9.75e-02
ENSG00000002933	TMEM176A	-2.60e-01	9.75e-02
ENSG00000158528	PPP1R9A	 9.79e-02	9.75e-02
ENSG00000163535	SGO2	-1.59e-01	9.75e-02
ENSG00000123427	METTL21B	-1.23e-01	9.75e-02
ENSG00000133316	WDR74	 8.23e-02	9.76e-02
ENSG00000122862	SRGN	 1.61e-01	9.76e-02
ENSG00000136807	CDK9	-6.09e-02	9.77e-02
ENSG00000164050	PLXNB1	-2.59e-01	9.77e-02
ENSG00000110881	ASIC1	-1.94e-01	9.77e-02
ENSG00000132669	RIN2	-8.23e-02	9.77e-02
ENSG00000110107	PRPF19	 5.63e-02	9.79e-02
ENSG00000130313	PGLS	 7.15e-02	9.79e-02
ENSG00000100228	RAB36	-2.28e-01	9.81e-02
ENSG00000164588	HCN1	-4.17e-01	9.81e-02
ENSG00000242485	MRPL20	 8.46e-02	9.82e-02
ENSG00000198556	ZNF789	-8.80e-02	9.83e-02
ENSG00000132256	TRIM5	-1.21e-01	9.83e-02
ENSG00000204301	NOTCH4	-1.48e-01	9.84e-02
ENSG00000163320	CGGBP1	-5.28e-02	9.84e-02
ENSG00000063978	RNF4	 5.12e-02	9.85e-02
ENSG00000132254	ARFIP2	 5.67e-02	9.85e-02
ENSG00000100385	IL2RB	 3.32e-01	9.85e-02
ENSG00000155542	SETD9	-2.58e-01	9.87e-02
ENSG00000172014	ANKRD20A4	-1.02e+00	9.87e-02
ENSG00000116667	C1orf21	 8.81e-02	9.87e-02
ENSG00000104825	NFKBIB	 1.26e-01	9.87e-02
ENSG00000124380	SNRNP27	 9.67e-02	9.88e-02
ENSG00000153303	FRMD1	-5.08e-01	9.88e-02
ENSG00000172031	EPHX4	 4.02e-01	9.88e-02
ENSG00000254858	MPV17L2	 1.81e-01	9.89e-02
ENSG00000108825	PTGES3L-AARSD1	 2.12e-01	9.89e-02
ENSG00000139626	ITGB7	 2.38e-01	9.90e-02
ENSG00000106344	RBM28	-1.06e-01	9.90e-02
ENSG00000254093	CTD-2135J3.2	 9.32e-02	9.90e-02
ENSG00000114200	BCHE	-2.37e-01	9.91e-02
ENSG00000134874	DZIP1	-1.23e-01	9.91e-02
ENSG00000183579	ZNRF3	 9.53e-02	9.91e-02
ENSG00000264522	OTUD7B	 8.03e-02	9.92e-02
ENSG00000162836	ACP6	-1.40e-01	9.92e-02
ENSG00000219200	RNASEK	 6.64e-02	9.93e-02
ENSG00000173013	CCDC96	 1.91e-01	9.93e-02
ENSG00000205155	PSENEN	 8.41e-02	9.93e-02
ENSG00000173064	HECTD4	-1.37e-01	9.93e-02
ENSG00000147650	LRP12	 1.08e-01	9.93e-02
ENSG00000127084	FGD3	 1.63e-01	9.94e-02
ENSG00000177599	ZNF491	-1.04e-01	9.94e-02
ENSG00000280789	PAGR1	-7.88e-02	9.94e-02
ENSG00000144619	CNTN4	-3.02e-01	9.94e-02
ENSG00000267426	RP11-552F3.12	-4.70e-01	9.94e-02
ENSG00000136709	WDR33	-5.14e-02	9.95e-02
ENSG00000115290	GRB14	-3.03e-01	9.95e-02
ENSG00000174775	HRAS	 1.21e-01	9.95e-02
ENSG00000196267	ZNF836	-8.45e-02	9.95e-02
ENSG00000206052	DOK6	-2.43e-01	9.95e-02
ENSG00000172819	RARG	-1.08e-01	9.96e-02
ENSG00000205323	SARNP	 5.98e-02	9.97e-02
ENSG00000157303	SUSD3	-2.81e-01	9.97e-02
ENSG00000075336	TIMM21	-1.27e-01	9.97e-02
ENSG00000138161	CUZD1	-1.97e-01	9.99e-02
ENSG00000275066	SYNRG	-5.82e-02	9.99e-02
ENSG00000064218	DMRT3	 1.92e-01	9.99e-02
ENSG00000164244	PRRC1	-8.21e-02	1.00e-01
ENSG00000101003	GINS1	-1.67e-01	1.00e-01
ENSG00000155368	DBI	-1.63e-01	1.00e-01
ENSG00000125520	SLC2A4RG	-9.67e-02	1.00e-01
ENSG00000144724	PTPRG	-1.08e-01	1.00e-01
ENSG00000257108	NHLRC4	-1.86e-01	1.00e-01
ENSG00000158966	CACHD1	-1.18e-01	1.00e-01
ENSG00000169499	PLEKHA2	-1.69e-01	1.00e-01
ENSG00000150967	ABCB9	-1.51e-01	1.00e-01
ENSG00000131398	KCNC3	 2.00e-01	1.00e-01
ENSG00000126698	DNAJC8	 5.80e-02	1.00e-01
ENSG00000184708	EIF4ENIF1	 4.29e-02	1.00e-01
ENSG00000166292	TMEM100	 2.42e-01	1.00e-01
ENSG00000151131	C12orf45	-9.04e-02	1.00e-01
ENSG00000157470	FAM81A	-3.19e-01	1.00e-01
ENSG00000197566	ZNF624	-9.71e-02	1.01e-01
ENSG00000091972	CD200	-2.06e-01	1.01e-01
ENSG00000171659	GPR34	-3.33e-01	1.01e-01
ENSG00000006756	ARSD	-1.58e-01	1.01e-01
ENSG00000029153	ARNTL2	 2.34e-01	1.01e-01
ENSG00000091592	NLRP1	-1.13e-01	1.01e-01
ENSG00000172500	FIBP	 7.75e-02	1.01e-01
ENSG00000049167	ERCC8	-9.48e-02	1.01e-01
ENSG00000232859	LYRM9	 9.78e-02	1.01e-01
ENSG00000145107	TM4SF19	 8.32e-01	1.01e-01
ENSG00000137806	NDUFAF1	-1.98e-01	1.01e-01
ENSG00000124155	PIGT	 8.28e-02	1.01e-01
ENSG00000101945	SUV39H1	 1.01e-01	1.01e-01
ENSG00000109944	C11orf63	-1.82e-01	1.01e-01
ENSG00000101452	DHX35	-8.68e-02	1.01e-01
ENSG00000100601	ALKBH1	 6.36e-02	1.01e-01
ENSG00000115350	POLE4	 1.04e-01	1.01e-01
ENSG00000108309	RUNDC3A	 4.05e-01	1.01e-01
ENSG00000174799	CEP135	-9.10e-02	1.01e-01
ENSG00000120329	SLC25A2	 2.36e-01	1.01e-01
ENSG00000100083	GGA1	 4.71e-02	1.01e-01
ENSG00000256771	ZNF253	-9.31e-02	1.01e-01
ENSG00000198919	DZIP3	-8.42e-02	1.01e-01
ENSG00000158109	TPRG1L	 7.66e-02	1.01e-01
ENSG00000084764	MAPRE3	 1.17e-01	1.01e-01
ENSG00000142089	IFITM3	 1.15e-01	1.01e-01
ENSG00000174891	RSRC1	 5.96e-02	1.01e-01
ENSG00000271303	SRXN1	 1.81e-01	1.01e-01
ENSG00000163093	BBS5	 8.57e-02	1.01e-01
ENSG00000168491	CCDC110	 1.71e-01	1.02e-01
ENSG00000166833	NAV2	-1.88e-01	1.02e-01
ENSG00000103326	CAPN15	 1.17e-01	1.02e-01
ENSG00000152404	CWF19L2	-6.95e-02	1.02e-01
ENSG00000227051	C14orf132	 3.18e-01	1.02e-01
ENSG00000119509	INVS	-8.07e-02	1.02e-01
ENSG00000183943	PRKX	-1.02e-01	1.02e-01
ENSG00000198554	WDHD1	-9.63e-02	1.02e-01
ENSG00000168118	RAB4A	 9.06e-02	1.02e-01
ENSG00000181036	FCRL6	 3.78e-01	1.02e-01
ENSG00000102172	SMS	-8.65e-02	1.02e-01
ENSG00000156467	UQCRB	-1.07e-01	1.02e-01
ENSG00000113141	IK	 5.38e-02	1.02e-01
ENSG00000112796	ENPP5	-2.12e-01	1.02e-01
ENSG00000143374	TARS2	-8.83e-02	1.02e-01
ENSG00000126895	AVPR2	-1.83e-01	1.02e-01
ENSG00000172901	LVRN	-2.31e-01	1.03e-01
ENSG00000165959	CLMN	-1.46e-01	1.03e-01
ENSG00000241852	C8orf58	 8.50e-02	1.03e-01
ENSG00000185000	DGAT1	 8.02e-02	1.03e-01
ENSG00000260914	RP11-343C2.11	 9.20e-02	1.03e-01
ENSG00000104312	RIPK2	 1.52e-01	1.03e-01
ENSG00000150093	ITGB1	 8.17e-02	1.03e-01
ENSG00000134265	NAPG	-5.05e-02	1.03e-01
ENSG00000176102	CSTF3	-8.13e-02	1.03e-01
ENSG00000284194	CTA-384D8.28	 1.07e+00	1.03e-01
ENSG00000115840	SLC25A12	-1.19e-01	1.03e-01
ENSG00000148219	ASTN2	-1.70e-01	1.03e-01
ENSG00000165115	KIF27	 9.34e-02	1.03e-01
ENSG00000138768	USO1	 9.39e-02	1.03e-01
ENSG00000096696	DSP	-3.84e-01	1.03e-01
ENSG00000121749	TBC1D15	 6.57e-02	1.03e-01
ENSG00000198848	CES1	-3.07e-01	1.03e-01
ENSG00000156515	HK1	 1.15e-01	1.03e-01
ENSG00000163347	CLDN1	-5.41e-01	1.03e-01
ENSG00000175857	GAPT	 3.70e-01	1.03e-01
ENSG00000124608	AARS2	-8.82e-02	1.03e-01
ENSG00000197977	ELOVL2	-2.38e-01	1.03e-01
ENSG00000160200	CBS	-5.33e-01	1.03e-01
ENSG00000119707	RBM25	-6.86e-02	1.03e-01
ENSG00000069020	MAST4	 1.69e-01	1.04e-01
ENSG00000095209	TMEM38B	 1.34e-01	1.04e-01
ENSG00000133422	MORC2	 5.34e-02	1.04e-01
ENSG00000167880	EVPL	 2.83e-01	1.04e-01
ENSG00000273274	ZBTB8B	-4.13e-01	1.04e-01
ENSG00000005187	ACSM3	-3.96e-01	1.04e-01
ENSG00000100197	CYP2D6	 2.63e-01	1.04e-01
ENSG00000090447	TFAP4	-1.40e-01	1.04e-01
ENSG00000107738	VSIR	 1.83e-01	1.04e-01
ENSG00000175893	ZDHHC21	-5.71e-02	1.04e-01
ENSG00000160551	TAOK1	-5.24e-02	1.04e-01
ENSG00000131910	NR0B2	 3.52e-01	1.04e-01
ENSG00000168887	C2orf68	 6.94e-02	1.04e-01
ENSG00000061337	LZTS1	 1.61e-01	1.04e-01
ENSG00000140199	SLC12A6	-7.37e-02	1.04e-01
ENSG00000066032	CTNNA2	-5.27e-01	1.04e-01
ENSG00000174684	B4GAT1	 8.97e-02	1.04e-01
ENSG00000159753	RP11-167P11.3	 1.94e-01	1.04e-01
ENSG00000154889	MPPE1	 9.49e-02	1.04e-01
ENSG00000106018	VIPR2	 2.73e-01	1.04e-01
ENSG00000142453	CARM1	 1.04e-01	1.04e-01
ENSG00000244005	NFS1	-9.17e-02	1.04e-01
ENSG00000128266	GNAZ	 1.69e-01	1.04e-01
ENSG00000178035	IMPDH2	 9.76e-02	1.04e-01
ENSG00000178662	CSRNP3	-2.63e-01	1.04e-01
ENSG00000170439	METTL7B	 4.32e-01	1.04e-01
ENSG00000198722	UNC13B	-1.54e-01	1.04e-01
ENSG00000153574	RPIA	-8.65e-02	1.04e-01
ENSG00000111145	ELK3	-9.96e-02	1.04e-01
ENSG00000131732	ZCCHC9	-1.82e-01	1.04e-01
ENSG00000101251	SEL1L2	 4.02e-01	1.04e-01
ENSG00000156049	GNA14	 2.02e-01	1.05e-01
ENSG00000184743	ATL3	-1.52e-01	1.05e-01
ENSG00000013503	POLR3B	-7.39e-02	1.05e-01
ENSG00000185883	ATP6V0C	 1.07e-01	1.05e-01
ENSG00000148700	ADD3	-1.17e-01	1.05e-01
ENSG00000173681	CXorf23	-9.25e-02	1.05e-01
ENSG00000166340	TPP1	-1.18e-01	1.05e-01
ENSG00000125149	C16orf70	-7.97e-02	1.05e-01
ENSG00000119421	NDUFA8	-1.43e-01	1.05e-01
ENSG00000007376	RPUSD1	 1.18e-01	1.05e-01
ENSG00000184160	ADRA2C	 1.97e-01	1.05e-01
ENSG00000139517	LNX2	 8.71e-02	1.05e-01
ENSG00000090554	FLT3LG	 1.01e-01	1.05e-01
ENSG00000154723	ATP5J	-1.32e-01	1.05e-01
ENSG00000105171	POP4	 8.03e-02	1.05e-01
ENSG00000134330	IAH1	 8.25e-02	1.05e-01
ENSG00000060762	MPC1	-1.88e-01	1.05e-01
ENSG00000077238	IL4R	 1.45e-01	1.05e-01
ENSG00000071889	FAM3A	 6.90e-02	1.05e-01
ENSG00000198829	SUCNR1	-3.80e-01	1.05e-01
ENSG00000215845	TSTD1	-1.94e-01	1.06e-01
ENSG00000269343	ZNF587B	-1.12e-01	1.06e-01
ENSG00000140564	FURIN	 8.13e-02	1.06e-01
ENSG00000114867	EIF4G1	 6.72e-02	1.06e-01
ENSG00000173221	GLRX	 2.24e-01	1.06e-01
ENSG00000130956	HABP4	 1.01e-01	1.06e-01
ENSG00000141524	TMC6	 1.36e-01	1.06e-01
ENSG00000100448	CTSG	 3.56e-01	1.06e-01
ENSG00000198964	SGMS1	-7.96e-02	1.06e-01
ENSG00000139174	PRICKLE1	-1.62e-01	1.06e-01
ENSG00000068781	STON1-GTF2A1L	-1.17e+00	1.06e-01
ENSG00000069667	RORA	-1.14e-01	1.06e-01
ENSG00000180818	HOXC10	 9.47e-02	1.06e-01
ENSG00000164898	C7orf55	-1.38e-01	1.06e-01
ENSG00000197140	ADAM32	-1.72e-01	1.06e-01
ENSG00000080345	RIF1	-7.68e-02	1.06e-01
ENSG00000159958	TNFRSF13C	 2.89e-01	1.06e-01
ENSG00000101266	CSNK2A1	-3.32e-02	1.06e-01
ENSG00000152348	ATG10	-1.33e-01	1.06e-01
ENSG00000198046	ZNF667	-2.54e-01	1.06e-01
ENSG00000171004	HS6ST2	 4.20e-01	1.06e-01
ENSG00000114270	COL7A1	-2.36e-01	1.06e-01
ENSG00000124789	NUP153	 5.25e-02	1.06e-01
ENSG00000122180	MYOG	 1.76e-01	1.06e-01
ENSG00000164934	DCAF13	-6.57e-02	1.06e-01
ENSG00000171097	CCBL1	-1.23e-01	1.07e-01
ENSG00000197653	DNAH10	 2.56e-01	1.07e-01
ENSG00000102710	SUPT20H	-5.27e-02	1.07e-01
ENSG00000196177	ACADSB	-1.21e-01	1.07e-01
ENSG00000013725	CD6	 2.41e-01	1.07e-01
ENSG00000167476	JSRP1	 1.59e-01	1.07e-01
ENSG00000148943	LIN7C	-5.69e-02	1.07e-01
ENSG00000010270	STARD3NL	 7.13e-02	1.07e-01
ENSG00000179397	C1orf101	-1.45e-01	1.07e-01
ENSG00000143190	POU2F1	 8.21e-02	1.07e-01
ENSG00000135917	SLC19A3	-6.64e-01	1.07e-01
ENSG00000115966	ATF2	-4.85e-02	1.07e-01
ENSG00000100099	HPS4	-9.35e-02	1.07e-01
ENSG00000228696	ARL17B	-2.15e-01	1.07e-01
ENSG00000137672	TRPC6	-1.68e-01	1.07e-01
ENSG00000256683	ZNF350	-7.52e-02	1.07e-01
ENSG00000081721	DUSP12	 7.88e-02	1.07e-01
ENSG00000160957	RECQL4	-1.63e-01	1.07e-01
ENSG00000104936	DMPK	 1.58e-01	1.07e-01
ENSG00000187860	CCDC157	 1.45e-01	1.07e-01
ENSG00000214654	RP11-27I1.4	-1.32e-01	1.07e-01
ENSG00000170889	RPS9	 8.23e-02	1.07e-01
ENSG00000140854	KATNB1	 7.74e-02	1.07e-01
ENSG00000173457	PPP1R14B	 1.26e-01	1.08e-01
ENSG00000166086	JAM3	-1.82e-01	1.08e-01
ENSG00000243364	EFNA4	-1.82e-01	1.08e-01
ENSG00000111358	GTF2H3	-7.10e-02	1.08e-01
ENSG00000111087	GLI1	-3.17e-01	1.08e-01
ENSG00000196456	ZNF775	 1.08e-01	1.08e-01
ENSG00000177606	JUN	-1.19e-01	1.08e-01
ENSG00000198162	MAN1A2	 6.68e-02	1.08e-01
ENSG00000185915	KLHL34	 2.86e-01	1.08e-01
ENSG00000188906	LRRK2	-1.61e-01	1.08e-01
ENSG00000100372	SLC25A17	-7.48e-02	1.08e-01
ENSG00000114331	ACAP2	-7.13e-02	1.08e-01
ENSG00000116750	UCHL5	-5.99e-02	1.08e-01
ENSG00000108654	DDX5	 7.75e-02	1.08e-01
ENSG00000157429	ZNF19	-1.12e-01	1.08e-01
ENSG00000146197	RP3-329A5.4	-5.47e-01	1.08e-01
ENSG00000145757	SPATA9	 3.90e-01	1.08e-01
ENSG00000222009	BTBD19	-1.39e-01	1.09e-01
ENSG00000145388	METTL14	-5.55e-02	1.09e-01
ENSG00000163950	SLBP	 7.19e-02	1.09e-01
ENSG00000164305	CASP3	 1.12e-01	1.09e-01
ENSG00000179761	PIPOX	 1.65e-01	1.09e-01
ENSG00000023445	BIRC3	-1.64e-01	1.09e-01
ENSG00000100632	ERH	 6.57e-02	1.09e-01
ENSG00000168824	NSG1	 4.17e-01	1.09e-01
ENSG00000144827	ABHD10	-8.56e-02	1.09e-01
ENSG00000112992	NNT	-1.57e-01	1.09e-01
ENSG00000185127	C6orf120	 7.85e-02	1.09e-01
ENSG00000157557	ETS2	 2.16e-01	1.09e-01
ENSG00000070778	PTPN21	 9.94e-02	1.09e-01
ENSG00000095319	NUP188	 4.86e-02	1.09e-01
ENSG00000141298	SSH2	 8.72e-02	1.09e-01
ENSG00000170190	SLC16A5	 1.85e-01	1.09e-01
ENSG00000172057	ORMDL3	 8.44e-02	1.09e-01
ENSG00000119953	SMNDC1	 5.97e-02	1.09e-01
ENSG00000011021	CLCN6	-8.01e-02	1.09e-01
ENSG00000093072	CECR1	-1.98e-01	1.09e-01
ENSG00000134905	CARS2	-9.20e-02	1.09e-01
ENSG00000070961	ATP2B1	 7.91e-02	1.09e-01
ENSG00000146707	POMZP3	-2.94e-01	1.09e-01
ENSG00000102053	ZC3H12B	-1.18e-01	1.09e-01
ENSG00000031081	ARHGAP31	-1.08e-01	1.09e-01
ENSG00000049239	H6PD	-1.12e-01	1.10e-01
ENSG00000153815	CMIP	 1.62e-01	1.10e-01
ENSG00000026652	AGPAT4	-1.14e-01	1.10e-01
ENSG00000121989	ACVR2A	-6.47e-02	1.10e-01
ENSG00000204136	GGTA1P	-1.89e-01	1.10e-01
ENSG00000164620	RELL2	 1.92e-01	1.10e-01
ENSG00000132958	TPTE2	 4.00e-01	1.10e-01
ENSG00000204962	PCDHA8	-3.70e-01	1.10e-01
ENSG00000203737	GPR52	 1.08e-01	1.10e-01
ENSG00000168397	ATG4B	 4.79e-02	1.10e-01
ENSG00000077943	ITGA8	-3.32e-01	1.10e-01
ENSG00000132938	MTUS2	-4.79e-01	1.10e-01
ENSG00000113719	ERGIC1	 5.91e-02	1.10e-01
ENSG00000182196	ARL6IP4	 6.73e-02	1.10e-01
ENSG00000126870	WDR60	 9.19e-02	1.10e-01
ENSG00000213339	QTRT1	-7.18e-02	1.10e-01
ENSG00000105755	ETHE1	 1.22e-01	1.10e-01
ENSG00000135108	FBXO21	 9.33e-02	1.10e-01
ENSG00000100038	TOP3B	-8.85e-02	1.10e-01
ENSG00000204977	TRIM13	-5.50e-02	1.10e-01
ENSG00000132305	IMMT	-1.07e-01	1.10e-01
ENSG00000275342	PRAG1	 1.38e-01	1.11e-01
ENSG00000156689	GLYATL2	-3.54e-01	1.11e-01
ENSG00000087365	SF3B2	 6.07e-02	1.11e-01
ENSG00000167863	ATP5H	-1.10e-01	1.11e-01
ENSG00000109670	FBXW7	 8.25e-02	1.11e-01
ENSG00000104450	SPAG1	 1.83e-01	1.11e-01
ENSG00000151012	SLC7A11	 2.76e-01	1.11e-01
ENSG00000176619	LMNB2	 9.26e-02	1.11e-01
ENSG00000115756	HPCAL1	 1.32e-01	1.11e-01
ENSG00000084674	APOB	-4.60e-01	1.11e-01
ENSG00000168101	NUDT16L1	-1.30e-01	1.11e-01
ENSG00000101349	PAK7	-5.83e-01	1.11e-01
ENSG00000137033	IL33	-1.63e-01	1.11e-01
ENSG00000204161	C10orf128	-1.39e-01	1.11e-01
ENSG00000241058	NSUN6	-7.17e-02	1.11e-01
ENSG00000165102	HGSNAT	-8.66e-02	1.11e-01
ENSG00000104738	MCM4	-9.28e-02	1.11e-01
ENSG00000101161	PRPF6	 5.23e-02	1.11e-01
ENSG00000104313	EYA1	-1.91e-01	1.11e-01
ENSG00000187079	TEAD1	-8.45e-02	1.11e-01
ENSG00000165655	ZNF503	 1.79e-01	1.11e-01
ENSG00000188243	COMMD6	-9.90e-02	1.11e-01
ENSG00000153446	C16orf89	-5.20e-01	1.11e-01
ENSG00000165996	HACD1	 1.35e-01	1.12e-01
ENSG00000197921	HES5	 2.93e-01	1.12e-01
ENSG00000014216	CAPN1	 6.19e-02	1.12e-01
ENSG00000162729	IGSF8	 8.99e-02	1.12e-01
ENSG00000188070	C11orf95	 8.44e-02	1.12e-01
ENSG00000068903	SIRT2	-9.70e-02	1.12e-01
ENSG00000179431	FJX1	 2.71e-01	1.12e-01
ENSG00000197361	FBXL22	-2.14e-01	1.12e-01
ENSG00000198804	MT-CO1	-1.39e-01	1.12e-01
ENSG00000183527	PSMG1	 1.04e-01	1.12e-01
ENSG00000173327	MAP3K11	-8.53e-02	1.12e-01
ENSG00000159167	STC1	 4.30e-01	1.12e-01
ENSG00000183172	SMDT1	-8.20e-02	1.12e-01
ENSG00000075539	FRYL	-5.78e-02	1.12e-01
ENSG00000137872	SEMA6D	-1.93e-01	1.12e-01
ENSG00000146540	C7orf50	-1.09e-01	1.12e-01
ENSG00000251322	SHANK3	-1.73e-01	1.12e-01
ENSG00000166743	ACSM1	 3.06e-01	1.13e-01
ENSG00000143437	ARNT	 4.72e-02	1.13e-01
ENSG00000171928	TVP23B	 8.08e-02	1.13e-01
ENSG00000115271	GCA	 1.24e-01	1.13e-01
ENSG00000109610	SOD3	-2.67e-01	1.13e-01
ENSG00000181234	TMEM132C	-3.92e-01	1.13e-01
ENSG00000148672	GLUD1	-6.60e-02	1.13e-01
ENSG00000168772	CXXC4	-2.09e-01	1.13e-01
ENSG00000170113	NIPA1	 7.71e-02	1.13e-01
ENSG00000167721	TSR1	 5.87e-02	1.13e-01
ENSG00000170917	NUDT6	-1.13e-01	1.13e-01
ENSG00000173253	DMRT2	-3.17e-01	1.13e-01
ENSG00000156983	BRPF1	 6.85e-02	1.13e-01
ENSG00000163092	XIRP2	 1.93e-01	1.13e-01
ENSG00000115364	MRPL19	-8.06e-02	1.13e-01
ENSG00000090273	NUDC	 5.90e-02	1.13e-01
ENSG00000137996	RTCA	 8.45e-02	1.13e-01
ENSG00000057704	TMCC3	 1.14e-01	1.13e-01
ENSG00000117533	VAMP4	 6.09e-02	1.14e-01
ENSG00000136237	RAPGEF5	-1.90e-01	1.14e-01
ENSG00000120896	SORBS3	-1.39e-01	1.14e-01
ENSG00000116698	SMG7	-9.85e-02	1.14e-01
ENSG00000005007	UPF1	-7.45e-02	1.14e-01
ENSG00000185513	L3MBTL1	-1.35e-01	1.14e-01
ENSG00000106069	CHN2	-2.57e-01	1.14e-01
ENSG00000106591	MRPL32	-6.92e-02	1.14e-01
ENSG00000168939	SPRY3	 9.02e-02	1.14e-01
ENSG00000115268	RPS15	 7.47e-02	1.14e-01
ENSG00000122008	POLK	-4.45e-02	1.14e-01
ENSG00000181638	ZFP41	-9.63e-02	1.14e-01
ENSG00000182551	ADI1	-1.10e-01	1.14e-01
ENSG00000003137	CYP26B1	 3.62e-01	1.14e-01
ENSG00000081985	IL12RB2	 3.15e-01	1.14e-01
ENSG00000038210	PI4K2B	 1.07e-01	1.14e-01
ENSG00000169756	LIMS1	 8.05e-02	1.14e-01
ENSG00000085871	MGST2	-9.77e-02	1.14e-01
ENSG00000180113	TDRD6	-1.99e-01	1.14e-01
ENSG00000121318	TAS2R10	 2.10e-01	1.14e-01
ENSG00000166024	R3HCC1L	-5.09e-02	1.14e-01
ENSG00000100997	ABHD12	 8.28e-02	1.15e-01
ENSG00000154822	PLCL2	-8.20e-02	1.15e-01
ENSG00000171953	ATPAF2	-9.92e-02	1.15e-01
ENSG00000172260	NEGR1	-1.48e-01	1.15e-01
ENSG00000119969	HELLS	-1.72e-01	1.15e-01
ENSG00000144802	NFKBIZ	 1.12e-01	1.15e-01
ENSG00000164879	CA3	 1.88e-01	1.15e-01
ENSG00000139197	PEX5	 6.70e-02	1.15e-01
ENSG00000138709	LARP1B	 5.37e-02	1.16e-01
ENSG00000196792	STRN3	 6.66e-02	1.16e-01
ENSG00000105193	RPS16	 1.45e-01	1.16e-01
ENSG00000108176	DNAJC12	 2.53e-01	1.16e-01
ENSG00000140983	RHOT2	-8.03e-02	1.16e-01
ENSG00000168286	THAP11	 9.65e-02	1.16e-01
ENSG00000101187	SLCO4A1	 2.37e-01	1.16e-01
ENSG00000138430	OLA1	 6.57e-02	1.16e-01
ENSG00000248485	PCP4L1	-3.76e-01	1.16e-01
ENSG00000135720	DYNC1LI2	-5.29e-02	1.16e-01
ENSG00000152520	PAN3	-6.98e-02	1.16e-01
ENSG00000117133	RPF1	 8.31e-02	1.16e-01
ENSG00000076716	GPC4	-1.54e-01	1.16e-01
ENSG00000256537	SMIM10L1	 1.19e-01	1.16e-01
ENSG00000261115	TMEM178B	 2.70e-01	1.16e-01
ENSG00000173110	HSPA6	 2.46e-01	1.16e-01
ENSG00000152284	TCF7L1	 1.66e-01	1.16e-01
ENSG00000104904	OAZ1	 7.02e-02	1.16e-01
ENSG00000133112	TPT1	-6.94e-02	1.17e-01
ENSG00000165983	PTER	-1.33e-01	1.17e-01
ENSG00000151779	NBAS	-6.14e-02	1.17e-01
ENSG00000023734	STRAP	 6.46e-02	1.17e-01
ENSG00000173928	SWSAP1	 1.24e-01	1.17e-01
ENSG00000158623	COPG2	 6.23e-02	1.17e-01
ENSG00000148634	HERC4	-5.96e-02	1.17e-01
ENSG00000174721	FGFBP3	 1.30e-01	1.17e-01
ENSG00000214717	ZBED1	 1.02e-01	1.17e-01
ENSG00000163468	CCT3	 6.44e-02	1.17e-01
ENSG00000152455	SUV39H2	 1.00e-01	1.17e-01
ENSG00000078725	BRINP1	 4.38e-01	1.18e-01
ENSG00000160199	PKNOX1	 7.66e-02	1.18e-01
ENSG00000114698	PLSCR4	-1.47e-01	1.18e-01
ENSG00000158122	AAED1	 1.75e-01	1.18e-01
ENSG00000170296	GABARAP	 8.05e-02	1.18e-01
ENSG00000161642	ZNF385A	-2.66e-01	1.18e-01
ENSG00000113615	SEC24A	 8.25e-02	1.18e-01
ENSG00000179598	PLD6	 1.56e-01	1.18e-01
ENSG00000114650	SCAP	 7.04e-02	1.18e-01
ENSG00000172197	MBOAT1	-1.32e-01	1.18e-01
ENSG00000002822	MAD1L1	 6.95e-02	1.18e-01
ENSG00000165288	BRWD3	-7.82e-02	1.18e-01
ENSG00000183309	ZNF623	-5.93e-02	1.18e-01
ENSG00000083535	PIBF1	-5.97e-02	1.18e-01
ENSG00000120053	GOT1	-1.99e-01	1.18e-01
ENSG00000178665	ZNF713	 1.25e-01	1.18e-01
ENSG00000198382	UVRAG	 6.83e-02	1.18e-01
ENSG00000242372	EIF6	 8.95e-02	1.18e-01
ENSG00000071243	ING3	-8.02e-02	1.18e-01
ENSG00000173825	TIGD3	 3.06e-01	1.18e-01
ENSG00000130827	PLXNA3	-2.26e-01	1.18e-01
ENSG00000149346	SLX4IP	-8.85e-02	1.18e-01
ENSG00000106823	ECM2	-2.07e-01	1.18e-01
ENSG00000034053	APBA2	 3.10e-01	1.18e-01
ENSG00000135297	MTO1	-7.44e-02	1.18e-01
ENSG00000175946	KLHL38	-2.41e-01	1.18e-01
ENSG00000176101	SSNA1	 1.02e-01	1.18e-01
ENSG00000151725	CENPU	-1.57e-01	1.18e-01
ENSG00000130783	CCDC62	 1.52e-01	1.18e-01
ENSG00000176978	DPP7	 1.20e-01	1.18e-01
ENSG00000259332	ST20-MTHFS	 3.67e-01	1.18e-01
ENSG00000142279	WTIP	-2.32e-01	1.19e-01
ENSG00000155903	RASA2	-6.34e-02	1.19e-01
ENSG00000162981	FAM84A	 2.16e-01	1.19e-01
ENSG00000182050	MGAT4C	-5.69e-01	1.19e-01
ENSG00000117335	CD46	-5.45e-02	1.19e-01
ENSG00000121851	POLR3GL	 9.06e-02	1.19e-01
ENSG00000185972	CCIN	 3.65e-01	1.19e-01
